المؤشر - بناءً على الاسهم القابلة للتداول,التاريخ,إفتتاح,الأعلى,الأدنى,إقفال,الكمية المتداولة,اجمالي القيمة المتداولة (ر.س),عدد الصفقات
مؤشر السوق الرئيسية (تاسي),03-20-2013,7076.04,7095.53,7070.94,7095.48,174236532,5780877999.6,142988
مؤشر السوق الرئيسية (تاسي),03-23-2013,7095.48,7095.57,7075.65,7094.18,174197776,5669667045.05,141181
مؤشر السوق الرئيسية (تاسي),03-24-2013,7094.18,7142.75,7090.41,7137.54,211336051,6388475174.85,143387
مؤشر السوق الرئيسية (تاسي),03-25-2013,7137.54,7162.91,7127.16,7162.89,185062889,5270945445.7,115678
مؤشر السوق الرئيسية (تاسي),03-26-2013,7162.89,7186.24,7144.57,7176.88,214743599,5955330354,128201
مؤشر السوق الرئيسية (تاسي),03-27-2013,7176.88,7185.75,7162.45,7177.62,225346386,6235081809.1,137965
مؤشر السوق الرئيسية (تاسي),03-30-2013,7177.62,7190.4,7129.51,7157.64,228499880,6146177275.65,148383
مؤشر السوق الرئيسية (تاسي),03-31-2013,7157.64,7157.64,7100.3,7125.73,174087667,5327998342.05,127572
مؤشر السوق الرئيسية (تاسي),04-01-2013,7125.73,7157.85,7120.52,7157.85,148526275,4765360899.05,116398
مؤشر السوق الرئيسية (تاسي),04-02-2013,7157.85,7173.56,7140.31,7172.57,182633460,5421156110.3,122168
مؤشر السوق الرئيسية (تاسي),04-03-2013,7172.57,7181.05,7147.87,7178.1,213882975,5907092215.1,137704
مؤشر السوق الرئيسية (تاسي),04-06-2013,7178.1,7178.1,7091.78,7113.74,233086898,6328792270.95,149331
مؤشر السوق الرئيسية (تاسي),04-07-2013,7113.74,7135.84,7083.43,7112.59,190067983,5748195396.55,137022
مؤشر السوق الرئيسية (تاسي),04-08-2013,7112.59,7170.1,7112.59,7160.52,236909123,7202022292.45,165716
مؤشر السوق الرئيسية (تاسي),04-09-2013,7160.52,7197.89,7160.52,7190.31,252935866,8146696819.95,184125
مؤشر السوق الرئيسية (تاسي),04-10-2013,7190.31,7242.5,7187.85,7237.82,269992157,8375221922.25,189301
مؤشر السوق الرئيسية (تاسي),04-13-2013,7237.82,7248.18,7214.91,7223.02,261133742,7417453602.75,171993
مؤشر السوق الرئيسية (تاسي),04-14-2013,7223.02,7223.02,7166.14,7195.67,292403650,8410584274,184664
مؤشر السوق الرئيسية (تاسي),04-15-2013,7195.67,7197.75,7132.1,7145.6,259782647,7848326753.25,178346
مؤشر السوق الرئيسية (تاسي),04-16-2013,7145.6,7145.6,7058.9,7096.99,241083896,7572366878.45,167387
مؤشر السوق الرئيسية (تاسي),04-17-2013,7096.99,7108.45,7028.39,7060.04,253069465,6392141000.4,152086
مؤشر السوق الرئيسية (تاسي),04-20-2013,7060.04,7098.48,7044.97,7098.48,220906214,5969797894.35,131537
مؤشر السوق الرئيسية (تاسي),04-21-2013,7098.48,7100.84,7075.63,7099.17,205287258,6588514711.1,147855
مؤشر السوق الرئيسية (تاسي),04-22-2013,7099.17,7126.42,7082.46,7124.3,208841612,6084702478.6,141664
مؤشر السوق الرئيسية (تاسي),04-23-2013,7124.3,7125.91,7095.37,7124.4,234505778,6150439093.95,138773
مؤشر السوق الرئيسية (تاسي),04-24-2013,7124.4,7133.44,7113.59,7127.68,212463289,6212305951.75,142045
مؤشر السوق الرئيسية (تاسي),04-27-2013,7127.68,7163.39,7127.68,7149.97,207755863,6145580287.2,138470
مؤشر السوق الرئيسية (تاسي),04-28-2013,7149.97,7150.81,7115.93,7140.83,212769527,5443812765.1,120316
مؤشر السوق الرئيسية (تاسي),04-29-2013,7140.83,7166.93,7136.29,7166.93,257227682,6264104945.6,128926
مؤشر السوق الرئيسية (تاسي),04-30-2013,7166.93,7185.86,7153.76,7179.8,223315656,5874120753.45,129655
مؤشر السوق الرئيسية (تاسي),05-01-2013,7179.8,7182.75,7150.82,7175.36,192782314,5158524714.95,114571
مؤشر السوق الرئيسية (تاسي),05-04-2013,7175.36,7217.59,7173.42,7214.06,182783451,5148314802.75,112479
مؤشر السوق الرئيسية (تاسي),05-05-2013,7214.06,7215.92,7192.72,7205.75,179524101,5282971684.6,124060
مؤشر السوق الرئيسية (تاسي),05-06-2013,7205.75,7215.74,7171.94,7189.13,174860820,5040531004.6,121979
مؤشر السوق الرئيسية (تاسي),05-07-2013,7189.13,7192.13,7169.81,7182.48,144117126,4398635216.65,105806
مؤشر السوق الرئيسية (تاسي),05-08-2013,7182.48,7217.45,7182.48,7206.27,138610808,3973168088.05,94047
مؤشر السوق الرئيسية (تاسي),05-11-2013,7206.27,7234.57,7206.27,7220.42,159630700,4251066866.15,96612
مؤشر السوق الرئيسية (تاسي),05-12-2013,7220.42,7226.47,7184.63,7195.17,152175134,4442193756.25,102925
مؤشر السوق الرئيسية (تاسي),05-13-2013,7195.17,7195.17,7122.87,7158.75,215278409,5740345318.8,139354
مؤشر السوق الرئيسية (تاسي),05-14-2013,7158.75,7179.46,7123.19,7139.3,186469866,5045838643.3,127202
مؤشر السوق الرئيسية (تاسي),05-15-2013,7139.3,7147.62,7085.31,7147.42,264024855,6003755534.35,140854
مؤشر السوق الرئيسية (تاسي),05-18-2013,7147.42,7229.7,7147.04,7229.02,391766449,7442795783.8,151043
مؤشر السوق الرئيسية (تاسي),05-19-2013,7229.02,7312.59,7222.45,7300.34,428528300,8359765695.7,159639
مؤشر السوق الرئيسية (تاسي),05-20-2013,7300.34,7342.63,7291.64,7307.36,365933690,7186212466.55,143885
مؤشر السوق الرئيسية (تاسي),05-21-2013,7307.36,7362.86,7302.98,7355.27,240341908,5840422391.8,123761
مؤشر السوق الرئيسية (تاسي),05-22-2013,7355.27,7374.28,7345.42,7363.13,221648958,5560284673.9,120789
مؤشر السوق الرئيسية (تاسي),05-25-2013,7363.13,7363.13,7298.98,7333.83,212996067,5279583326.55,115930
مؤشر السوق الرئيسية (تاسي),05-26-2013,7333.83,7340.71,7311.78,7319.82,266748236,5821023461.1,117752
مؤشر السوق الرئيسية (تاسي),05-27-2013,7319.82,7331.07,7303,7326.93,162622519,4700315281.9,109121
مؤشر السوق الرئيسية (تاسي),05-28-2013,7326.93,7379.39,7323.24,7378,214879684,5497530430.35,113040
مؤشر السوق الرئيسية (تاسي),05-29-2013,7378,7419.94,7378,7404.12,268032160,6085391405.2,124152
مؤشر السوق الرئيسية (تاسي),06-01-2013,7404.12,7435.19,7353.38,7435.19,239009922,5423873114.3,112232
مؤشر السوق الرئيسية (تاسي),06-02-2013,7435.19,7477.12,7435.06,7472.14,316335579,7062761249.25,131620
مؤشر السوق الرئيسية (تاسي),06-03-2013,7472.14,7571.63,7465.63,7557.24,398686468,8506241296.1,148054
مؤشر السوق الرئيسية (تاسي),06-04-2013,7557.24,7620.52,7556.43,7576.63,384272231,8532692271.5,155035
مؤشر السوق الرئيسية (تاسي),06-05-2013,7576.63,7615.82,7542.35,7613.35,242322139,5981022937.55,113325
مؤشر السوق الرئيسية (تاسي),06-08-2013,7613.35,7683.13,7613.35,7645.65,241570763,6155419711.2,121168
مؤشر السوق الرئيسية (تاسي),06-09-2013,7645.65,7648.15,7611.86,7642.24,225968757,5776153222.7,113087
مؤشر السوق الرئيسية (تاسي),06-10-2013,7642.24,7658.72,7626.11,7635.75,296765636,6377959378.65,125810
مؤشر السوق الرئيسية (تاسي),06-11-2013,7635.75,7639.23,7576.85,7583.28,248131000,5708220846.45,116735
مؤشر السوق الرئيسية (تاسي),06-12-2013,7583.28,7627.54,7570.69,7623.89,253751101,5506726139.45,111556
مؤشر السوق الرئيسية (تاسي),06-15-2013,7623.89,7623.89,7245.08,7294.38,475475363,9668508522.4,191008
مؤشر السوق الرئيسية (تاسي),06-16-2013,7294.38,7361.96,7268.38,7330.48,336509636,7166546374.15,149400
مؤشر السوق الرئيسية (تاسي),06-17-2013,7330.48,7463.55,7330.48,7463.37,288942446,6530379394.15,130215
مؤشر السوق الرئيسية (تاسي),06-18-2013,7463.37,7527.23,7462.97,7526.29,244769542,5941688039.45,125798
مؤشر السوق الرئيسية (تاسي),06-19-2013,7526.29,7536.63,7491.22,7526.26,201188495,5574002381.8,121787
مؤشر السوق الرئيسية (تاسي),06-22-2013,7526.26,7527.38,7435.98,7527.36,256827579,6159532955.55,125195
مؤشر السوق الرئيسية (تاسي),06-23-2013,7527.36,7564.15,7527.36,7561.5,262774316,5959146651.95,118121
مؤشر السوق الرئيسية (تاسي),06-24-2013,7561.5,7561.79,7486.36,7500.69,214845359,5535513378.45,122928
مؤشر السوق الرئيسية (تاسي),06-25-2013,7500.69,7527.57,7489.36,7517.36,194683725,5163563919.4,107569
مؤشر السوق الرئيسية (تاسي),06-26-2013,7517.36,7535.76,7494.35,7504.38,183819948,4746559467.7,108752
مؤشر السوق الرئيسية (تاسي),06-30-2013,7504.38,7511.17,7465.9,7496.57,149244905,4315364570.15,104457
مؤشر السوق الرئيسية (تاسي),07-01-2013,7496.57,7568.92,7492.94,7567.43,174346816,4925501151.95,104667
مؤشر السوق الرئيسية (تاسي),07-02-2013,7567.43,7638.7,7549.56,7620.83,188109108,5088642768.35,101223
مؤشر السوق الرئيسية (تاسي),07-03-2013,7620.83,7636.92,7579.22,7586.31,171463864,4758691884.85,101723
مؤشر السوق الرئيسية (تاسي),07-04-2013,7586.31,7671.78,7586.31,7668.58,173192246,5126813670.35,102195
مؤشر السوق الرئيسية (تاسي),07-07-2013,7668.58,7728.39,7665.95,7717.26,184190134,4777425654.8,99477
مؤشر السوق الرئيسية (تاسي),07-08-2013,7717.26,7725.69,7684.35,7695.25,179055871,4438664412.35,93723
مؤشر السوق الرئيسية (تاسي),07-09-2013,7695.25,7723.46,7691.31,7708.52,147918791,3866284814.4,87652
مؤشر السوق الرئيسية (تاسي),07-10-2013,7708.52,7713.72,7691.3,7706.01,114508571,3008465503.45,64512
مؤشر السوق الرئيسية (تاسي),07-11-2013,7706.01,7707.93,7662.35,7690.38,130067437,3386563351.95,72348
مؤشر السوق الرئيسية (تاسي),07-14-2013,7690.38,7744.16,7690.38,7744.16,171728897,4356233734.55,79795
مؤشر السوق الرئيسية (تاسي),07-15-2013,7744.16,7744.16,7668.24,7699.02,131838492,3909152425.05,74354
مؤشر السوق الرئيسية (تاسي),07-16-2013,7699.02,7703.76,7676.48,7703.25,170135311,3949850584.55,71283
مؤشر السوق الرئيسية (تاسي),07-17-2013,7703.25,7703.25,7641.21,7699.25,190213743,4769935217.65,79361
مؤشر السوق الرئيسية (تاسي),07-18-2013,7699.25,7699.25,7655.66,7667.07,206291902,4449523885.25,85420
مؤشر السوق الرئيسية (تاسي),07-21-2013,7667.07,7740.51,7615.67,7740.46,199568848,4617876962.9,92384
مؤشر السوق الرئيسية (تاسي),07-22-2013,7740.46,7810.04,7735.7,7806.03,222924007,5211452949.8,93012
مؤشر السوق الرئيسية (تاسي),07-23-2013,7806.03,7825.69,7788.76,7800.92,210695362,5487624101.8,106100
مؤشر السوق الرئيسية (تاسي),07-24-2013,7800.92,7812.84,7758.17,7774.51,185855522,4887395109.5,98619
مؤشر السوق الرئيسية (تاسي),07-25-2013,7774.51,7780.04,7753.86,7770.45,182257964,4600199538.25,90692
مؤشر السوق الرئيسية (تاسي),07-28-2013,7770.45,7781.45,7751.1,7763.14,178692681,4489132734.7,84933
مؤشر السوق الرئيسية (تاسي),07-29-2013,7763.14,7793.98,7748.99,7793.98,192110773,4423844459.3,79318
مؤشر السوق الرئيسية (تاسي),07-30-2013,7793.98,7864.39,7778.63,7863.83,285747473,5782846683.65,92683
مؤشر السوق الرئيسية (تاسي),07-31-2013,7863.83,7916.95,7853.51,7915.11,294128846,6122062449.7,106530
مؤشر السوق الرئيسية (تاسي),08-01-2013,7915.11,7921.99,7888.13,7910.66,272626656,5385144671.25,102382
مؤشر السوق الرئيسية (تاسي),08-04-2013,7910.66,7978.27,7909.04,7972.11,236371934,5079558082.95,91344
مؤشر السوق الرئيسية (تاسي),08-05-2013,7972.11,8084.57,7966.62,8072.3,293756311,6378256352.15,106223
مؤشر السوق الرئيسية (تاسي),08-13-2013,8072.3,8138.15,8069.89,8114.75,221738530,5144665741.6,83525
مؤشر السوق الرئيسية (تاسي),08-14-2013,8114.75,8115.07,8063.54,8085.5,194398814,4482822240.15,83903
مؤشر السوق الرئيسية (تاسي),08-15-2013,8085.5,8133.31,8076.9,8131.16,199484700,4818205054.6,92656
مؤشر السوق الرئيسية (تاسي),08-18-2013,8131.16,8175.05,8113.68,8156.77,225799841,5654883030.4,105162
مؤشر السوق الرئيسية (تاسي),08-19-2013,8156.77,8213.46,8104.91,8203.2,214730675,5817080475,117744
مؤشر السوق الرئيسية (تاسي),08-20-2013,8203.2,8220.25,8163.81,8179.9,213212653,6038394423.8,111508
مؤشر السوق الرئيسية (تاسي),08-21-2013,8179.9,8223.09,8172.62,8214.85,212889969,5582384285.75,104308
مؤشر السوق الرئيسية (تاسي),08-22-2013,8214.85,8215.93,8183.23,8192.39,163763553,4679460906.3,100278
مؤشر السوق الرئيسية (تاسي),08-25-2013,8192.39,8201.41,8125.34,8129.87,211106624,6413206899.85,152661
مؤشر السوق الرئيسية (تاسي),08-26-2013,8129.87,8129.87,8010.93,8054.65,238104171,6009479259.25,137534
مؤشر السوق الرئيسية (تاسي),08-27-2013,8054.65,8054.65,7697.85,7722.7,390354270,8492031242.5,167120
مؤشر السوق الرئيسية (تاسي),08-28-2013,7722.7,7766.87,7560.14,7751.32,351835021,8054178151.9,165256
مؤشر السوق الرئيسية (تاسي),08-29-2013,7751.32,7843.23,7741.34,7766.52,231637991,5439729511.2,116740
مؤشر السوق الرئيسية (تاسي),09-01-2013,7766.52,7879.33,7766.52,7878.74,242451634,5455588076.85,102519
مؤشر السوق الرئيسية (تاسي),09-02-2013,7878.74,7936.6,7846.76,7933.95,233108694,5891998483.9,111424
مؤشر السوق الرئيسية (تاسي),09-03-2013,7933.95,8003.69,7823.03,7831.76,292390524,7789106033.8,145351
مؤشر السوق الرئيسية (تاسي),09-04-2013,7831.76,7831.76,7648.44,7662.96,241981132,5944619553.5,128358
مؤشر السوق الرئيسية (تاسي),09-05-2013,7662.96,7697.72,7554.75,7634.3,223291792,5168139954.95,116276
مؤشر السوق الرئيسية (تاسي),09-08-2013,7634.3,7732.96,7626.95,7635.66,173317544,4008984992.3,88835
مؤشر السوق الرئيسية (تاسي),09-09-2013,7635.66,7645.11,7569.18,7643.13,202134626,4306253779.05,92055
مؤشر السوق الرئيسية (تاسي),09-10-2013,7643.13,7875.54,7643.13,7864.56,433178041,8813354965.2,141988
مؤشر السوق الرئيسية (تاسي),09-11-2013,7864.56,7893.25,7837.05,7855.19,293801990,6558276530,125859
مؤشر السوق الرئيسية (تاسي),09-12-2013,7855.19,7903.28,7845.81,7893.67,255307461,5836245665.45,114193
مؤشر السوق الرئيسية (تاسي),09-15-2013,7893.67,8035.44,7893.67,8034.2,329307052,8120414569.8,139975
مؤشر السوق الرئيسية (تاسي),09-16-2013,8034.2,8070.59,8022.62,8070.59,256227533,6606893756.15,123190
مؤشر السوق الرئيسية (تاسي),09-17-2013,8070.59,8070.59,8010.78,8030.58,244027339,6411371640.25,120590
مؤشر السوق الرئيسية (تاسي),09-18-2013,8030.58,8034.66,7979.4,7998.21,197510642,5130366025.8,101406
مؤشر السوق الرئيسية (تاسي),09-19-2013,7998.21,8064.79,7998.21,8024.71,229906570,5654263473.75,105347
مؤشر السوق الرئيسية (تاسي),09-24-2013,8024.71,8036.55,7992.88,8003.44,167571074,4328038514.5,86853
مؤشر السوق الرئيسية (تاسي),09-25-2013,8003.44,8020.32,7980.95,8002.14,191630377,4712833940.2,87840
مؤشر السوق الرئيسية (تاسي),09-26-2013,8002.14,8023.04,7965.59,7981.07,198062039,5302586623.55,105286
مؤشر السوق الرئيسية (تاسي),09-29-2013,7981.07,7987.13,7938.49,7949.81,175732750,4396837076.55,85962
مؤشر السوق الرئيسية (تاسي),09-30-2013,7949.81,7968.37,7931.76,7964.91,145858986,3962925031.05,83208
مؤشر السوق الرئيسية (تاسي),10-01-2013,7964.91,8013.86,7949.29,8008.54,146924593,4197927575.65,84497
مؤشر السوق الرئيسية (تاسي),10-02-2013,8008.54,8029.31,7998.32,8014.39,161624652,4324263273,87454
مؤشر السوق الرئيسية (تاسي),10-03-2013,8014.39,8034.7,7997.28,8017.77,155100360,3946890392.15,83201
مؤشر السوق الرئيسية (تاسي),10-06-2013,8017.77,8037.33,7884.69,8002.65,227687982,5361283794.6,111657
مؤشر السوق الرئيسية (تاسي),10-07-2013,8002.65,8009.75,7941.02,7976.8,206710219,4764202793.1,93136
مؤشر السوق الرئيسية (تاسي),10-08-2013,7976.8,7977.79,7936.42,7961.46,183915792,4068992510.9,84667
مؤشر السوق الرئيسية (تاسي),10-09-2013,7961.46,7983.47,7916.38,7977.26,160376333,3987002340.8,79493
مؤشر السوق الرئيسية (تاسي),10-10-2013,7977.26,7992.41,7961.6,7982.95,165720092,3750222107.25,73187
مؤشر السوق الرئيسية (تاسي),10-20-2013,7982.95,8137.77,7970.31,8133.24,242861188,5640036400.95,79194
مؤشر السوق الرئيسية (تاسي),10-21-2013,8133.24,8147.89,8098.66,8143.75,266723606,5753159780.3,82953
مؤشر السوق الرئيسية (تاسي),10-22-2013,8143.75,8183.93,8131.96,8142.66,246191429,5799377247.3,95782
مؤشر السوق الرئيسية (تاسي),10-23-2013,8142.66,8153.26,8119.36,8150.27,210131535,5015907153.35,84204
مؤشر السوق الرئيسية (تاسي),10-24-2013,8150.27,8173.7,8141.17,8170.75,172319398,4118998482.5,72683
مؤشر السوق الرئيسية (تاسي),10-27-2013,8170.75,8170.75,8113.29,8125.4,169772087,4128849318.8,72579
